date,home,away,home_goals,away_goals
2022-05-09,Pittsburgh Pirates,Los Angeles Dodgers,5,1
2022-05-09,Cincinnati Reds,Milwaukee Brewers,10,5
2022-05-09,Detroit Tigers,Oakland Athletics,0,2
2022-05-09,Chicago White Sox,Cleveland Guardians,9,12
2022-05-09,Los Angeles Angels,Tampa Bay Rays,11,3
2022-05-09,San Diego Padres,Chicago Cubs,0,6
2022-05-09,Seattle Mariners,Philadelphia Phillies,0,9
2022-05-09,Arizona Diamondbacks,Miami Marlins,4,3
2022-05-09,San Francisco Giants,Colorado Rockies,8,5
2022-05-10,Oakland Athletics,Detroit Tigers,0,6
2022-05-10,Detroit Tigers,Oakland Athletics,1,4
2022-05-10,Pittsburgh Pirates,Los Angeles Dodgers,1,11
2022-05-10,Cincinnati Reds,Milwaukee Brewers,4,5
2022-05-10,Washington Nationals,New York Mets,2,4
2022-05-10,New York Yankees,Toronto Blue Jays,6,5
2022-05-10,Atlanta Braves,Boston Red Sox,4,9
2022-05-10,Minnesota Twins,Houston Astros,0,5
2022-05-10,St. Louis Cardinals,Baltimore Orioles,3,5
2022-05-10,Texas Rangers,Kansas City Royals,6,4
2022-05-10,Chicago White Sox,Cleveland Guardians,4,1
2022-05-10,Los Angeles Angels,Tampa Bay Rays,12,0
2022-05-10,San Diego Padres,Chicago Cubs,5,4
2022-05-10,Seattle Mariners,Philadelphia Phillies,5,4
2022-05-10,Arizona Diamondbacks,Miami Marlins,9,3
2022-05-10,San Francisco Giants,Colorado Rockies,9,2
2022-05-11,Pittsburgh Pirates,Los Angeles Dodgers,5,3
2022-05-11,New York Yankees,Toronto Blue Jays,5,3
2022-05-11,Cincinnati Reds,Milwaukee Brewers,14,11
2022-05-11,Seattle Mariners,Philadelphia Phillies,2,4
2022-05-11,Arizona Diamondbacks,Miami Marlins,3,11
2022-05-11,San Francisco Giants,Colorado Rockies,7,1
2022-05-11,San Diego Padres,Chicago Cubs,5,7
2022-05-11,Washington Nationals,New York Mets,8,3
2022-05-11,Los Angeles Angels,Tampa Bay Rays,2,4
2022-05-11,Detroit Tigers,Oakland Athletics,0,9
2022-05-11,Atlanta Braves,Boston Red Sox,5,3
2022-05-11,Minnesota Twins,Houston Astros,3,11
2022-05-11,St. Louis Cardinals,Baltimore Orioles,10,1
2022-05-11,Texas Rangers,Kansas City Royals,2,8
2022-05-12,Washington Nationals,New York Mets,1,4
2022-05-12,Detroit Tigers,Oakland Athletics,3,5
2022-05-11,Minnesota Twins,Houston Astros,3,11
2022-05-12,St. Louis Cardinals,Baltimore Orioles,2,3
2022-05-12,Minnesota Twins,Houston Astros,0,5
2022-05-12,Pittsburgh Pirates,Cincinnati Reds,0,4
2022-05-12,Texas Rangers,Kansas City Royals,3,1
2022-05-12,Chicago White Sox,New York Yankees,7,15
2022-05-12,Los Angeles Dodgers,Philadelphia Phillies,7,9
2022-05-13,Pittsburgh Pirates,Cincinnati Reds,2,8
2022-05-13,Miami Marlins,Milwaukee Brewers,1,2
2022-05-13,Washington Nationals,Houston Astros,1,6
2022-05-13,Detroit Tigers,Baltimore Orioles,4,2
2022-05-13,New York Mets,Seattle Mariners,1,2
2022-05-13,Tampa Bay Rays,Toronto Blue Jays,5,2
2022-05-13,Atlanta Braves,San Diego Padres,6,11
2022-05-13,Texas Rangers,Boston Red Sox,1,7
2022-05-13,Minnesota Twins,Cleveland Guardians,12,8
2022-05-13,Chicago White Sox,New York Yankees,4,10
2022-05-13,St. Louis Cardinals,San Francisco Giants,2,8
2022-05-13,Colorado Rockies,Kansas City Royals,10,14
2022-05-13,Arizona Diamondbacks,Chicago Cubs,4,3
2022-05-13,Oakland Athletics,Los Angeles Angels,0,2
2022-05-13,Los Angeles Dodgers,Philadelphia Phillies,10,12
2022-05-14,St. Louis Cardinals,San Francisco Giants,4,0
2022-05-14,Atlanta Braves,San Diego Padres,6,5
2022-05-14,Oakland Athletics,Los Angeles Angels,4,3
2022-05-14,Oakland Athletics,Los Angeles Angels,1,9
2022-05-14,Detroit Tigers,Baltimore Orioles,3,0
2022-05-14,Tampa Bay Rays,Toronto Blue Jays,1,5
2022-05-14,Miami Marlins,Milwaukee Brewers,9,3
2022-05-14,Pittsburgh Pirates,Cincinnati Reds,3,1
2022-05-14,Washington Nationals,Houston Astros,13,6
2022-05-14,Texas Rangers,Boston Red Sox,3,11
2022-05-14,New York Mets,Seattle Mariners,5,4
2022-05-14,Minnesota Twins,Cleveland Guardians,2,3
2022-05-14,Chicago White Sox,New York Yankees,3,2
2022-05-14,Arizona Diamondbacks,Chicago Cubs,2,4
2022-05-14,Colorado Rockies,Kansas City Royals,10,4
2022-05-14,Los Angeles Dodgers,Philadelphia Phillies,3,8
2022-05-15,Atlanta Braves,San Diego Padres,3,7
2022-05-15,Washington Nationals,Houston Astros,0,8
2022-05-15,Pittsburgh Pirates,Cincinnati Reds,1,0
2022-05-15,Detroit Tigers,Baltimore Orioles,5,1
2022-05-15,New York Mets,Seattle Mariners,7,8
2022-05-15,Tampa Bay Rays,Toronto Blue Jays,3,0
2022-05-15,Miami Marlins,Milwaukee Brewers,3,7
2022-05-15,Minnesota Twins,Cleveland Guardians,3,1
2022-05-15,Chicago White Sox,New York Yankees,1,5
2022-05-15,Texas Rangers,Boston Red Sox,7,1
2022-05-15,Colorado Rockies,Kansas City Royals,7,8
2022-05-15,Oakland Athletics,Los Angeles Angels,1,4
2022-05-15,Arizona Diamondbacks,Chicago Cubs,2,3
2022-05-15,Los Angeles Dodgers,Philadelphia Phillies,5,4
2022-05-15,St. Louis Cardinals,San Francisco Giants,15,6
2022-05-16,Tampa Bay Rays,Detroit Tigers,2,3
2022-05-16,Miami Marlins,Washington Nationals,8,2
2022-05-16,Baltimore Orioles,New York Yankees,2,6
2022-05-16,Toronto Blue Jays,Seattle Mariners,6,2
2022-05-16,Boston Red Sox,Houston Astros,6,3
2022-05-16,Chicago Cubs,Pittsburgh Pirates,9,0
2022-05-16,Milwaukee Brewers,Atlanta Braves,1,0
2022-05-16,Texas Rangers,Los Angeles Angels,7,4
2022-05-16,Kansas City Royals,Chicago White Sox,3,5
2022-05-16,Colorado Rockies,San Francisco Giants,6,7
2022-05-16,Oakland Athletics,Minnesota Twins,1,3
2022-05-16,Los Angeles Dodgers,Arizona Diamondbacks,5,4
2022-05-17,Kansas City Royals,Chicago White Sox,0,3
2022-05-17,Kansas City Royals,Chicago White Sox,2,1
2022-05-17,Los Angeles Dodgers,Arizona Diamondbacks,7,6
2022-05-17,Los Angeles Dodgers,Arizona Diamondbacks,12,3
2022-05-17,New York Mets,St. Louis Cardinals,3,1
2022-05-17,New York Mets,St. Louis Cardinals,3,4
2022-05-17,Cleveland Guardians,Cincinnati Reds,4,5
2022-05-17,Tampa Bay Rays,Detroit Tigers,8,1
2022-05-17,Miami Marlins,Washington Nationals,5,1
2022-05-17,Philadelphia Phillies,San Diego Padres,0,3
2022-05-17,Baltimore Orioles,New York Yankees,4,5
2022-05-17,Toronto Blue Jays,Seattle Mariners,3,0
2022-05-17,Boston Red Sox,Houston Astros,4,13
2022-05-17,Chicago Cubs,Pittsburgh Pirates,7,0
2022-05-17,Milwaukee Brewers,Atlanta Braves,0,3
2022-05-17,Texas Rangers,Los Angeles Angels,10,5
2022-05-17,Colorado Rockies,San Francisco Giants,7,10
2022-05-17,Oakland Athletics,Minnesota Twins,5,2
2022-05-18,Tampa Bay Rays,Detroit Tigers,6,1
2022-05-18,Milwaukee Brewers,Atlanta Braves,7,6
2022-05-18,Colorado Rockies,San Francisco Giants,5,3
2022-05-18,Oakland Athletics,Minnesota Twins,4,14
2022-05-18,Los Angeles Dodgers,Arizona Diamondbacks,5,3
2022-05-18,Boston Red Sox,Houston Astros,5,1
2022-05-18,Miami Marlins,Washington Nationals,4,5
2022-05-18,Philadelphia Phillies,San Diego Padres,3,0
2022-05-18,Baltimore Orioles,New York Yankees,2,3
2022-05-18,Toronto Blue Jays,Seattle Mariners,1,5
2022-05-18,New York Mets,St. Louis Cardinals,11,4
2022-05-18,Chicago Cubs,Pittsburgh Pirates,2,3
2022-05-18,Texas Rangers,Los Angeles Angels,6,5
2022-05-18,Kansas City Royals,Chicago White Sox,6,2
2022-05-19,Baltimore Orioles,New York Yankees,9,6
2022-05-19,Philadelphia Phillies,San Diego Padres,0,2
2022-05-19,Cleveland Guardians,Cincinnati Reds,2,4
2022-05-19,New York Mets,St. Louis Cardinals,7,6
2022-05-19,Kansas City Royals,Chicago White Sox,4,7
2022-05-19,Boston Red Sox,Seattle Mariners,12,6
2022-05-19,Chicago Cubs,Arizona Diamondbacks,1,3
2022-05-19,Houston Astros,Texas Rangers,5,1
2022-05-20,Chicago Cubs,Arizona Diamondbacks,6,10
2022-05-20,Pittsburgh Pirates,St. Louis Cardinals,3,5
2022-05-20,Miami Marlins,Atlanta Braves,3,5
2022-05-20,Baltimore Orioles,Tampa Bay Rays,8,6
2022-05-20,Philadelphia Phillies,Los Angeles Dodgers,1,4
2022-05-20,Toronto Blue Jays,Cincinnati Reds,2,1
2022-05-20,Cleveland Guardians,Detroit Tigers,6,1
2022-05-20,Boston Red Sox,Seattle Mariners,7,3
2022-05-20,Houston Astros,Texas Rangers,0,3
2022-05-20,Kansas City Royals,Minnesota Twins,4,6
2022-05-20,Milwaukee Brewers,Washington Nationals,7,0
2022-05-20,Los Angeles Angels,Oakland Athletics,2,4
2022-05-20,San Francisco Giants,San Diego Padres,7,8
2022-05-21,New York Yankees,Chicago White Sox,7,5
2022-05-21,Chicago Cubs,Arizona Diamondbacks,6,7
2022-05-21,Toronto Blue Jays,Cincinnati Reds,3,1
2022-05-21,Colorado Rockies,New York Mets,1,5
2022-05-21,Colorado Rockies,New York Mets,11,3
2022-05-21,San Francisco Giants,San Diego Padres,1,2
2022-05-21,Boston Red Sox,Seattle Mariners,6,5
2022-05-21,Philadelphia Phillies,Los Angeles Dodgers,4,7
2022-05-21,Miami Marlins,Atlanta Braves,3,4
2022-05-21,Pittsburgh Pirates,St. Louis Cardinals,4,5
2022-05-21,Baltimore Orioles,Tampa Bay Rays,1,6
2022-05-21,Houston Astros,Texas Rangers,2,1
2022-05-21,Kansas City Royals,Minnesota Twins,2,9
2022-05-21,Milwaukee Brewers,Washington Nationals,5,1
2022-05-21,Los Angeles Angels,Oakland Athletics,5,3
2022-05-22,Pittsburgh Pirates,St. Louis Cardinals,4,18
2022-05-22,Boston Red Sox,Seattle Mariners,8,4
2022-05-22,Baltimore Orioles,Tampa Bay Rays,7,6
2022-05-22,Philadelphia Phillies,Los Angeles Dodgers,4,3
2022-05-22,Toronto Blue Jays,Cincinnati Reds,2,3
2022-05-22,Cleveland Guardians,Detroit Tigers,2,4
2022-05-22,Miami Marlins,Atlanta Braves,4,3
2022-05-22,Houston Astros,Texas Rangers,5,2
2022-05-22,Kansas City Royals,Minnesota Twins,6,7
2022-05-22,Milwaukee Brewers,Washington Nationals,2,8
2022-05-22,Chicago Cubs,Arizona Diamondbacks,5,4
2022-05-22,New York Yankees,Chicago White Sox,1,3
2022-05-22,New York Yankees,Chicago White Sox,0,5
2022-05-22,Colorado Rockies,New York Mets,0,2
2022-05-22,San Francisco Giants,San Diego Padres,1,10
2022-05-22,Los Angeles Angels,Oakland Athletics,4,1
2022-05-23,Pittsburgh Pirates,Colorado Rockies,2,1
2022-05-23,Cincinnati Reds,Chicago Cubs,4,7
2022-05-23,Washington Nationals,Los Angeles Dodgers,1,10
2022-05-23,New York Yankees,Baltimore Orioles,4,6
2022-05-23,Atlanta Braves,Philadelphia Phillies,3,7
2022-05-23,Minnesota Twins,Detroit Tigers,5,4
2022-05-23,St. Louis Cardinals,Toronto Blue Jays,7,3
2022-05-23,Houston Astros,Cleveland Guardians,1,6
2022-05-23,Arizona Diamondbacks,Kansas City Royals,9,5
2022-05-23,Seattle Mariners,Oakland Athletics,7,6
2022-05-23,San Diego Padres,Milwaukee Brewers,3,2
2022-05-23,San Francisco Giants,New York Mets,3,13
2022-05-24,Pittsburgh Pirates,Colorado Rockies,1,2
2022-05-24,Cincinnati Reds,Chicago Cubs,4,11
2022-05-24,Tampa Bay Rays,Miami Marlins,4,0
2022-05-24,Washington Nationals,Los Angeles Dodgers,4,9
2022-05-24,New York Yankees,Baltimore Orioles,7,6
2022-05-24,Atlanta Braves,Philadelphia Phillies,6,5
2022-05-24,Minnesota Twins,Detroit Tigers,2,0
2022-05-24,St. Louis Cardinals,Toronto Blue Jays,1,8
2022-05-24,Houston Astros,Cleveland Guardians,7,3
2022-05-24,Chicago White Sox,Boston Red Sox,3,16
2022-05-24,Los Angeles Angels,Texas Rangers,5,3
2022-05-24,Arizona Diamondbacks,Kansas City Royals,8,6
2022-05-24,Seattle Mariners,Oakland Athletics,5,7
2022-05-24,San Diego Padres,Milwaukee Brewers,1,4
2022-05-24,San Francisco Giants,New York Mets,13,12
2022-05-25,Pittsburgh Pirates,Colorado Rockies,10,5
2022-05-25,Minnesota Twins,Detroit Tigers,2,4
2022-05-25,San Francisco Giants,New York Mets,9,3
2022-05-25,Washington Nationals,Los Angeles Dodgers,1,0
2022-05-25,Seattle Mariners,Oakland Athletics,2,4
2022-05-25,San Diego Padres,Milwaukee Brewers,1,2
2022-05-25,Cincinnati Reds,Chicago Cubs,4,3
2022-05-25,Tampa Bay Rays,Miami Marlins,5,4
2022-05-25,New York Yankees,Baltimore Orioles,2,0
2022-05-25,Atlanta Braves,Philadelphia Phillies,8,4
2022-05-25,Houston Astros,Cleveland Guardians,2,1
2022-05-25,Chicago White Sox,Boston Red Sox,3,1
2022-05-25,Los Angeles Angels,Texas Rangers,2,7
2022-05-26,Cincinnati Reds,Chicago Cubs,20,5
2022-05-26,Tampa Bay Rays,New York Yankees,2,7
2022-05-26,Washington Nationals,Colorado Rockies,7,3
2022-05-26,Detroit Tigers,Cleveland Guardians,4,3
2022-05-26,Atlanta Braves,Philadelphia Phillies,1,4
2022-05-26,Minnesota Twins,Kansas City Royals,2,3
2022-05-26,St. Louis Cardinals,Milwaukee Brewers,3,4
2022-05-26,Chicago White Sox,Boston Red Sox,7,16
2022-05-26,Los Angeles Angels,Toronto Blue Jays,3,6
2022-05-26,Arizona Diamondbacks,Los Angeles Dodgers,1,14
2022-05-26,Oakland Athletics,Texas Rangers,1,4
2022-05-27,Cincinnati Reds,San Francisco Giants,5,1
2022-05-27,Boston Red Sox,Baltimore Orioles,8,12
2022-05-27,New York Mets,Philadelphia Phillies,8,6
2022-05-27,Tampa Bay Rays,New York Yankees,0,2
2022-05-27,Atlanta Braves,Miami Marlins,6,4
2022-05-27,Minnesota Twins,Kansas City Royals,10,7
2022-05-27,St. Louis Cardinals,Milwaukee Brewers,4,2
2022-05-27,Los Angeles Angels,Toronto Blue Jays,3,4
2022-05-27,Arizona Diamondbacks,Los Angeles Dodgers,4,6
2022-05-27,San Diego Padres,Pittsburgh Pirates,4,3
2022-05-27,Seattle Mariners,Houston Astros,6,1
2022-05-27,Oakland Athletics,Texas Rangers,5,8
2022-05-28,Washington Nationals,Colorado Rockies,13,7
2022-05-28,Washington Nationals,Colorado Rockies,2,3
2022-05-28,Boston Red Sox,Baltimore Orioles,5,3
2022-05-28,Boston Red Sox,Baltimore Orioles,2,4
2022-05-28,Minnesota Twins,Kansas City Royals,3,7
2022-05-28,St. Louis Cardinals,Milwaukee Brewers,8,3
2022-05-28,Oakland Athletics,Texas Rangers,4,11
2022-05-28,Detroit Tigers,Cleveland Guardians,1,8
2022-05-28,Cincinnati Reds,San Francisco Giants,3,2
2022-05-28,Atlanta Braves,Miami Marlins,1,4
2022-05-28,Tampa Bay Rays,New York Yankees,3,1
2022-05-28,Arizona Diamondbacks,Los Angeles Dodgers,2,3
2022-05-28,New York Mets,Philadelphia Phillies,8,2
2022-05-28,Chicago White Sox,Chicago Cubs,1,5
2022-05-28,Los Angeles Angels,Toronto Blue Jays,5,6
2022-05-28,San Diego Padres,Pittsburgh Pirates,2,4
2022-05-28,Seattle Mariners,Houston Astros,6,0
2022-05-29,Cincinnati Reds,San Francisco Giants,4,6
2022-05-29,Boston Red Sox,Baltimore Orioles,12,2
2022-05-29,Washington Nationals,Colorado Rockies,6,5
2022-05-29,Atlanta Braves,Miami Marlins,6,3
2022-05-29,Detroit Tigers,Cleveland Guardians,2,1
2022-05-29,Tampa Bay Rays,New York Yankees,4,2
2022-05-29,Minnesota Twins,Kansas City Royals,7,3
2022-05-29,Chicago White Sox,Chicago Cubs,5,4
2022-05-29,St. Louis Cardinals,Milwaukee Brewers,0,8
2022-05-29,Oakland Athletics,Texas Rangers,6,5
2022-05-29,Los Angeles Angels,Toronto Blue Jays,10,11
2022-05-29,Arizona Diamondbacks,Los Angeles Dodgers,1,3
2022-05-29,San Diego Padres,Pittsburgh Pirates,4,2
2022-05-29,Seattle Mariners,Houston Astros,1,2
2022-05-29,New York Mets,Philadelphia Phillies,5,4
2022-05-30,Chicago Cubs,Milwaukee Brewers,6,7
2022-05-30,Chicago Cubs,Milwaukee Brewers,1,3
2022-05-30,Detroit Tigers,Minnesota Twins,7,5
2022-05-30,St. Louis Cardinals,San Diego Padres,6,3
2022-05-30,Philadelphia Phillies,San Francisco Giants,4,5
2022-05-30,Oakland Athletics,Houston Astros,1,5
2022-05-30,Colorado Rockies,Miami Marlins,7,1
2022-05-30,Cleveland Guardians,Kansas City Royals,7,3
2022-05-30,Boston Red Sox,Baltimore Orioles,0,10
2022-05-30,New York Mets,Washington Nationals,13,5
2022-05-30,Texas Rangers,Tampa Bay Rays,9,5
2022-05-30,Arizona Diamondbacks,Atlanta Braves,6,2
2022-05-30,Los Angeles Dodgers,Pittsburgh Pirates,5,6
2022-05-31,Detroit Tigers,Minnesota Twins,2,8
2022-05-31,Detroit Tigers,Minnesota Twins,4,0
2022-05-31,Cleveland Guardians,Kansas City Royals,8,3
2022-05-31,Philadelphia Phillies,San Francisco Giants,4,7
2022-05-31,Baltimore Orioles,Seattle Mariners,0,10
2022-05-31,New York Yankees,Los Angeles Angels,9,1
2022-05-31,Toronto Blue Jays,Chicago White Sox,6,5
2022-05-31,Boston Red Sox,Cincinnati Reds,1,2
2022-05-31,New York Mets,Washington Nationals,10,0
2022-05-31,St. Louis Cardinals,San Diego Padres,3,2
2022-05-31,Texas Rangers,Tampa Bay Rays,3,0
2022-05-31,Chicago Cubs,Milwaukee Brewers,8,7
2022-05-31,Oakland Athletics,Houston Astros,1,3
2022-05-31,Arizona Diamondbacks,Atlanta Braves,8,7
2022-05-31,Los Angeles Dodgers,Pittsburgh Pirates,3,5
2022-06-01,Cleveland Guardians,Kansas City Royals,4,0
2022-06-01,New York Mets,Washington Nationals,5,0
2022-06-01,St. Louis Cardinals,San Diego Padres,5,2
2022-06-01,Colorado Rockies,Miami Marlins,1,14
2022-06-01,Colorado Rockies,Miami Marlins,13,12
2022-06-01,Oakland Athletics,Houston Astros,4,5
2022-06-01,Arizona Diamondbacks,Atlanta Braves,0,6
2022-06-01,Philadelphia Phillies,San Francisco Giants,6,5
2022-06-01,Baltimore Orioles,Seattle Mariners,9,2
2022-06-01,Toronto Blue Jays,Chicago White Sox,7,3
2022-06-01,Boston Red Sox,Cincinnati Reds,7,1
2022-06-01,Detroit Tigers,Minnesota Twins,5,0
2022-06-01,Texas Rangers,Tampa Bay Rays,3,4
2022-06-01,Chicago Cubs,Milwaukee Brewers,4,3
2022-06-01,Los Angeles Dodgers,Pittsburgh Pirates,4,8
2022-06-02,New York Yankees,Los Angeles Angels,6,1
2022-06-02,New York Yankees,Los Angeles Angels,2,1
2022-06-02,Detroit Tigers,Minnesota Twins,3,2
2022-06-02,Texas Rangers,Tampa Bay Rays,1,3
2022-06-02,Toronto Blue Jays,Chicago White Sox,8,3
2022-06-02,Cincinnati Reds,Washington Nationals,8,1
2022-06-02,Miami Marlins,San Francisco Giants,3,0
2022-06-02,Baltimore Orioles,Seattle Mariners,6,7
2022-06-02,Milwaukee Brewers,San Diego Padres,5,4
2022-06-02,Chicago Cubs,St. Louis Cardinals,7,5
2022-06-02,Colorado Rockies,Atlanta Braves,6,13
2022-06-02,Los Angeles Dodgers,New York Mets,2,0
2022-06-03,Chicago Cubs,St. Louis Cardinals,5,14
2022-06-03,Cincinnati Reds,Washington Nationals,5,8
2022-06-03,Miami Marlins,San Francisco Giants,6,15
2022-06-03,Baltimore Orioles,Cleveland Guardians,3,6
2022-06-03,Pittsburgh Pirates,Arizona Diamondbacks,6,8
2022-06-03,Philadelphia Phillies,Los Angeles Angels,10,0
2022-06-03,New York Yankees,Detroit Tigers,13,0
2022-06-03,Toronto Blue Jays,Minnesota Twins,3,9
2022-06-03,Tampa Bay Rays,Chicago White Sox,6,3
2022-06-03,Texas Rangers,Seattle Mariners,3,4
2022-06-03,Kansas City Royals,Houston Astros,3,10
2022-06-03,Milwaukee Brewers,San Diego Padres,0,7
2022-06-03,Colorado Rockies,Atlanta Braves,1,3
2022-06-03,Oakland Athletics,Boston Red Sox,2,7
2022-06-03,Los Angeles Dodgers,New York Mets,6,1
2022-06-04,New York Yankees,Detroit Tigers,3,0
2022-06-04,Chicago Cubs,St. Louis Cardinals,6,1
2022-06-04,Chicago Cubs,St. Louis Cardinals,4,7
2022-06-04,Toronto Blue Jays,Minnesota Twins,12,3
2022-06-04,Baltimore Orioles,Cleveland Guardians,5,4
2022-06-04,Pittsburgh Pirates,Arizona Diamondbacks,2,1
2022-06-04,Texas Rangers,Seattle Mariners,3,2
2022-06-04,Oakland Athletics,Boston Red Sox,0,8
2022-06-04,Kansas City Royals,Houston Astros,6,0
2022-06-04,Cincinnati Reds,Washington Nationals,8,10
2022-06-04,Tampa Bay Rays,Chicago White Sox,2,3
2022-06-04,Miami Marlins,San Francisco Giants,5,4
2022-06-04,Milwaukee Brewers,San Diego Padres,0,4
2022-06-04,Philadelphia Phillies,Los Angeles Angels,7,2
2022-06-04,Colorado Rockies,Atlanta Braves,2,6
2022-06-04,Los Angeles Dodgers,New York Mets,4,9
2022-06-05,New York Yankees,Detroit Tigers,5,4
2022-06-05,Baltimore Orioles,Cleveland Guardians,2,3
2022-06-05,Pittsburgh Pirates,Arizona Diamondbacks,3,0
2022-06-05,Philadelphia Phillies,Los Angeles Angels,9,7
2022-06-05,Toronto Blue Jays,Minnesota Twins,6,8
2022-06-05,Cincinnati Reds,Washington Nationals,4,5
2022-06-05,Tampa Bay Rays,Chicago White Sox,5,6
2022-06-05,Miami Marlins,San Francisco Giants,1,5
2022-06-05,Kansas City Royals,Houston Astros,4,7
2022-06-05,Milwaukee Brewers,San Diego Padres,4,6
2022-06-05,Texas Rangers,Seattle Mariners,5,6
2022-06-05,Colorado Rockies,Atlanta Braves,7,8
2022-06-05,Oakland Athletics,Boston Red Sox,2,5
2022-06-05,Los Angeles Dodgers,New York Mets,4,5
2022-06-05,Chicago Cubs,St. Louis Cardinals,3,5
2022-06-06,Cincinnati Reds,Arizona Diamondbacks,7,0
2022-06-06,Houston Astros,Seattle Mariners,4,7
2022-06-06,Kansas City Royals,Toronto Blue Jays,0,8
2022-06-06,Los Angeles Angels,Boston Red Sox,0,1
2022-06-06,San Diego Padres,New York Mets,5,11
2022-06-07,Cleveland Guardians,Texas Rangers,6,3
2022-06-07,Cleveland Guardians,Texas Rangers,3,6
2022-06-07,Cincinnati Reds,Arizona Diamondbacks,14,8
2022-06-07,Miami Marlins,Washington Nationals,12,2
2022-06-07,Baltimore Orioles,Chicago Cubs,9,3
2022-06-07,Pittsburgh Pirates,Detroit Tigers,3,5
2022-06-07,Tampa Bay Rays,St. Louis Cardinals,4,2
2022-06-07,Atlanta Braves,Oakland Athletics,3,2
2022-06-07,Minnesota Twins,New York Yankees,4,10
2022-06-07,Houston Astros,Seattle Mariners,4,1
2022-06-07,Kansas City Royals,Toronto Blue Jays,0,7
2022-06-07,Chicago White Sox,Los Angeles Dodgers,4,0
2022-06-07,Milwaukee Brewers,Philadelphia Phillies,2,3
2022-06-07,Los Angeles Angels,Boston Red Sox,5,6
2022-06-07,San Diego Padres,New York Mets,7,0
2022-06-07,San Francisco Giants,Colorado Rockies,3,5
2022-06-08,Pittsburgh Pirates,Detroit Tigers,1,3
2022-06-08,Kansas City Royals,Toronto Blue Jays,8,4
2022-06-08,Cincinnati Reds,Arizona Diamondbacks,0,7
2022-06-08,Houston Astros,Seattle Mariners,3,6
2022-06-08,Miami Marlins,Washington Nationals,2,1
2022-06-08,Tampa Bay Rays,St. Louis Cardinals,11,3
2022-06-08,Cleveland Guardians,Texas Rangers,4,0
2022-06-08,Atlanta Braves,Oakland Athletics,13,2
2022-06-08,Minnesota Twins,New York Yankees,8,1
